"Dateiname";"Unternehmensname_given";"Ort_given";"Unternehmensname_infile";"Ort_infile";"Dokumentendatum";"Dokumententyp";"JA_von";"JA_bis";"Anzahl_MA";"Eigenkapital";"Bilanzsumme";"Bilanzgewinn/verlust";"EK-Quote";"Nicht gedeckter Fehlbetrag";"Umsatzerlöse";"Bilanz_Aktiva";"Bilanz_Passiva"
"AKG Software Consulting GmbH_19.12.2019.html";"AKG Software Consulting GmbH";" Heitersheim";"AKG Software Consulting GmbH";"Heitersheim";"19.12.2019";"Jahresabschluss";"01.01.2018";"31.12.2018";"Durchschnittliche Zahl der während des Geschäftsjahres beschäftigten Mitarbeiterbeträgt beträgt 75 (Vj. 60).";"944757.1";"3908433.11";"377493.5";"0.24172272453192886";"";"";"{'A. Anlagevermögen': 2434308.72, 'I. Immaterielle Vermögensgegenstände': 300373.78, 'II. Sachanlagen': 1840729.5, 'III. Finanzanlagen': 293205.44, 'B. Umlaufvermögen': 1436948.12, 'I. Vorräte': 2000.0, 'II. Forderungen und sonstige Vermögensgegenstände': 470171.3, 'davon mit einer Restlaufzeit von mehr als einem Jahr': 7673.97, 'III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 964776.82, 'C. Rechnungsabgrenzungsposten': 37176.27, 'Bilanzsumme, Summe Aktiva': 3908433.11}";"{'A. Eigenkapital': 944757.1, 'I. gezeichnetes Kapital': 40000.0, 'II. Bilanzgewinn': 904757.1, 'B. Rückstellungen': 1242777.2, 'C. Verbindlichkeiten': 783326.77, 'davon mit Restlaufzeit bis 1 Jahr': 581341.27, 'davon mit einer Restlaufzeit von mehr als einem Jahr': 201985.5, 'D. Rechnungsabgrenzungsposten': 937572.04, 'Bilanzsumme, Summe Passiva': 3908433.11}"
"AKG Software Consulting GmbH_20.05.2016.html";"AKG Software Consulting GmbH";" Heitersheim";"AKG Software Consulting GmbH";"Heitersheim";"20.05.2016";"Jahresabschluss";"01.01.2015";"31.12.2015";"";"862093.69";"3313665.0";"-21027.51";"0.26016319996137205";"";"";"{'A. Anlagevermögen': 2277061.56, 'I. Immaterielle Vermögensgegenstände': 301233.78, 'II. Sachanlagen': 1835805.5, 'III. Finanzanlagen': 140022.28, 'B. Umlaufvermögen': 1009178.5, 'I. Vorräte': 2000.0, 'II. Forderungen und sonstige Vermögensgegenstände': 968776.01, 'davon mit einer Restlaufzeit von mehr als einem Jahr': 205226.75, 'III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 38402.49, 'C. Rechnungsabgrenzungsposten': 27424.94, 'Bilanzsumme, Summe Aktiva': 3313665.0}";"{'A. Eigenkapital': 862093.69, 'I. gezeichnetes Kapital': 40000.0, 'II. Bilanzgewinn': 822093.69, 'B. Rückstellungen': 84658.0, 'C. Verbindlichkeiten': 1832889.46, 'davon mit Restlaufzeit bis 1 Jahr': 1538450.44, 'D. Rechnungsabgrenzungsposten': 534023.85, 'Bilanzsumme, Summe Passiva': 3313665.0}"
"akquinet enterprise solutions GmbH_10.12.2019.html";"akquinet enterprise solutions GmbH";" Hamburg";"akquinet enterprise solutions GmbH";"Hamburg";"10.12.2019";"Ergänzung der Veröffentlichung";"01.01.2017";"31.12.2017";"Die durchschnittliche Zahl der während des Geschäftsjahres im Unternehmen beschäftigten Arbeitnehmer betrug 35 (Vorjahr: 33).";"443458.69";"3146626.87";"947699.51";"0.14093145082689768";"";"";"{'A. Anlagevermögen': 75692.0, 'I. Immaterielle Vermögensgegenstände': 2499.0, 'II. Sachanlagen': 73193.0, 'B. Umlaufvermögen': 3063608.92, 'I. Vorräte': 33525.67, 'II. Forderungen und sonstige Vermögensgegenstände': 2974611.34, 'III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 55471.91, 'C. Rechnungsabgrenzungsposten': 7325.95, 'Bilanzsumme, Summe Aktiva': 3146626.87}";"{'A. Eigenkapital': 443458.69, 'I. gezeichnetes Kapital': 260000.0, 'II. Bilanzgewinn': 183458.69, 'davon Gewinnvortrag': 103589.76, 'B. Rückstellungen': 451582.89, 'C. Verbindlichkeiten': 1510611.63, 'davon mit Restlaufzeit bis 1 Jahr': 1510611.63, 'D. Rechnungsabgrenzungsposten': 740973.66, 'Bilanzsumme, Summe Passiva': 3146626.87}"
"akquinet enterprise solutions GmbH_15.02.2018.html";"akquinet enterprise solutions GmbH";" Hamburg";"akquinet enterprise solutions GmbH";"Hamburg";"15.02.2018";"Jahresabschluss";"01.01.2016";"31.12.2016";"Die durchschnittliche Zahl der während des Geschäftsjahres im Unternehmen beschäftigten Arbeitnehmer betrug 32,25";"363589.76";"2198927.36";"23070.88";"0.16534869073619604";"";"";"{'A. Anlagevermögen': 38908.0, 'I. Immaterielle Vermögensgegenstände': 4960.0, 'II. Sachanlagen': 33948.0, 'B. Umlaufvermögen': 2154948.14, 'I. Vorräte': 30105.0, 'II. Forderungen und sonstige Vermögensgegenstände': 1826525.33, 'III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 298317.81, 'C. Rechnungsabgrenzungsposten': 5071.22, 'Bilanzsumme, Summe Aktiva': 2198927.36}";"{'A. Eigenkapital': 363589.76, 'I. gezeichnetes Kapital': 260000.0, 'II. Bilanzgewinn': 103589.76, 'davon Gewinnvortrag': 56251.95, 'B. Rückstellungen': 316940.15, 'C. Verbindlichkeiten': 1013794.86, 'davon mit Restlaufzeit bis 1 Jahr': 1013794.86, 'D. Rechnungsabgrenzungsposten': 504602.59, 'Bilanzsumme, Summe Passiva': 2198927.36}"
"akquinet enterprise solutions GmbH_15.11.2018.html";"akquinet enterprise solutions GmbH";" Hamburg";"akquinet enterprise solutions GmbH";"Hamburg";"15.11.2018";"Jahresabschluss";"01.01.2017";"31.12.2017";"Die durchschnittliche Zahl der während des Geschäftsjahres im Unternehmen beschäftigten Arbeitnehmer betrug 35 (Vorjahr: 33).";"443458.69";"3146626.87";"947699.51";"0.14093145082689768";"";"";"{'A. Anlagevermögen': 75692.0, 'I. Immaterielle Vermögensgegenstände': 2499.0, 'II. Sachanlagen': 73193.0, 'B. Umlaufvermögen': 3063608.92, 'I. Vorräte': 33525.67, 'II. Forderungen und sonstige Vermögensgegenstände': 2974611.34, 'III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 55471.91, 'C. Rechnungsabgrenzungsposten': 7325.95, 'Bilanzsumme, Summe Aktiva': 3146626.87}";"{'A. Eigenkapital': 443458.69, 'I. gezeichnetes Kapital': 260000.0, 'II. Bilanzgewinn': 183458.69, 'davon Gewinnvortrag': 103589.76, 'B. Rückstellungen': 451582.89, 'C. Verbindlichkeiten': 1510611.63, 'davon mit Restlaufzeit bis 1 Jahr': 1510611.63, 'D. Rechnungsabgrenzungsposten': 740973.66, 'Bilanzsumme, Summe Passiva': 3146626.87}"
"akquinet enterprise solutions GmbH_23.09.2019.html";"akquinet enterprise solutions GmbH";" Hamburg";"akquinet enterprise solutions GmbH";"Hamburg";"23.09.2019";"Jahresabschluss";"01.01.2018";"31.12.2018";"Die durchschnittliche Zahl der während des Geschäftsjahres im Unternehmen beschäftigten Arbeitnehmer betrug 41,0 (Vorjahr 35,00).";"549551.66";"2546939.77";"-599687.1";"0.21576939764068312";"";"";"{'A. Anlagevermögen': 88816.0, 'I. Immaterielle Vermögensgegenstände': 871.0, 'II. Sachanlagen': 87945.0, 'B. Umlaufvermögen': 2434445.6, 'I. Vorräte': 10900.0, 'II. Forderungen und sonstige Vermögensgegenstände': 2389563.18, 'III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 33982.42, 'C. Rechnungsabgrenzungsposten': 23678.17, 'Bilanzsumme, Summe Aktiva': 2546939.77}";"{'A. Eigenkapital': 549551.66, 'I. gezeichnetes Kapital': 260000.0, 'II. Bilanzgewinn': 289551.66, 'davon Gewinnvortrag': 83458.69, 'B. Rückstellungen': 566973.52, 'C. Verbindlichkeiten': 728931.48, 'davon mit Restlaufzeit bis 1 Jahr': 728931.48, 'D. Rechnungsabgrenzungsposten': 701483.11, 'Bilanzsumme, Summe Passiva': 2546939.77}"
"akquinet enterprise solutions GmbH_24.01.2017.html";"akquinet enterprise solutions GmbH";" Hamburg";"akquinet enterprise solutions GmbH";"Hamburg";"24.01.2017";"Jahresabschluss";"01.01.2015";"31.12.2015";"";"636251.95";"2175856.48";"799847.54";"0.29241448406560344";"";"";"{'A. Anlagevermögen': 47349.0, 'I. Immaterielle Vermögensgegenstände': 10834.0, 'II. Sachanlagen': 36515.0, 'B. Umlaufvermögen': 2124061.64, 'I. Forderungen und sonstige Vermögensgegenstände': 1328223.48, 'II. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 795838.16, 'C. Rechnungsabgrenzungsposten': 4445.84, 'Bilanzsumme, Summe Aktiva': 2175856.48}";"{'A. Eigenkapital': 636251.95, 'I. gezeichnetes Kapital': 260000.0, 'II. Bilanzgewinn': 376251.95, 'davon Gewinnvortrag': 45509.13, 'B. Rückstellungen': 459050.84, 'C. Verbindlichkeiten': 625487.55, 'davon mit Restlaufzeit bis 1 Jahr': 625487.55, 'D. Rechnungsabgrenzungsposten': 455066.14, 'Bilanzsumme, Summe Passiva': 2175856.48}"
"akquinet enterprise solutions GmbH_25.01.2016.html";"akquinet enterprise solutions GmbH";" Hamburg";"akquinet enterprise solutions GmbH";"Hamburg";"25.01.2016";"Jahresabschluss";"01.01.2014";"31.12.2014";"";"305509.13";"1376008.94";"-64327.65";"0.22202554149103132";"";"";"{'A. Anlagevermögen': 34400.0, 'I. Immaterielle Vermögensgegenstände': 20834.0, 'II. Sachanlagen': 13566.0, 'B. Umlaufvermögen': 1339303.31, 'I. Vorräte': 0.0, 'II. Forderungen und sonstige Vermögensgegenstände': 1107235.22, 'III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 232068.09, 'C. Rechnungsabgrenzungsposten': 2305.63, 'Bilanzsumme, Summe Aktiva': 1376008.94}";"{'A. Eigenkapital': 305509.13, 'I. gezeichnetes Kapital': 260000.0, 'II. Bilanzgewinn': 45509.13, 'davon Verlustvortrag': 239138.92, 'B. Rückstellungen': 252563.2, 'C. Verbindlichkeiten': 449797.12, 'davon mit Restlaufzeit bis 1 Jahr': 449797.12, 'D. Rechnungsabgrenzungsposten': 368139.49, 'Bilanzsumme, Summe Passiva': 1376008.94}"
"Akquisa Vertriebs und Marketing GmbH_02.12.2016.html";"Akquisa Vertriebs und Marketing GmbH";" Berlin";"Akquisa Vertriebs- und Marketing- Gesellschaft mit beschränkter Haftung";"Berlin";"02.12.2016";"Jahresabschluss";"01.01.2015";"31.12.2015";"";"32334.08";"55852.19";"552.39";"0.5789223305299219";"";"";"{'A. Anlagevermögen': 232.0, 'I. Immaterielle Vermögensgegenstände': 0.0, '1. entgeltlich erworbene Konzessionen, gewerbliche Schutz- und ähnliche Rechte und Werte sowie Lizenzen an solchen Rechten und Werten': 0.0, '2. Geschäfts- oder Firmenwert': 0.0, '3. geleistete Anzahlungen': 0.0, 'II. Sachanlagen': 232.0, '1. Grundstücke, grundstücksgleiche Rechte und Bauten einschließlich der Bauten auf fremden Grundstücken': 0.0, '2. technische Anlagen und Maschinen': 0.0, '3. andere Anlagen, Betriebs- und Geschäftsausstattung': 232.0, '4. geleistete Anzahlungen und Anlagen im Bau': 0.0, 'III. Finanzanlagen': 0.0, '1. Anteile an verbundenen Unternehmen': 0.0, '2. Ausleihungen an verbundene Unternehmen': 0.0, '3. Beteiligungen': 0.0, '4. Ausleihungen an Unternehmen, mit denen ein Beteiligungsverhältnis besteht': 0.0, '5. Wertpapiere des Anlagevermögens': 0.0, '6. sonstige Ausleihungen': 0.0, 'B. Umlaufvermögen': 55620.19, 'I. Vorräte': 0.0, '1. Roh-, Hilfs- und Betriebsstoffe': 0.0, '2. unfertige Erzeugnisse, unfertige Leistungen': 0.0, '3. fertige Erzeugnisse und Waren': 0.0, '4. geleistete Anzahlungen': 0.0, 'II. Forderungen und sonstige Vermögensgegenstände': 50389.1, '1. Forderungen aus Lieferungen und Leistungen': 123.47, '2. Forderungen gegen verbundene Unternehmen': 0.0, '3. Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht': 0.0, '4. sonstige Vermögensgegenstände': 50265.63, 'III. Wertpapiere': 0.0, '2. sonstige Wertpapiere': 0.0, 'IV. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 5231.09, 'C. Rechnungsabgrenzungsposten': 0.0, 'Bilanzsumme, Summe Aktiva': 55852.19}";"{'A. Eigenkapital': 32334.08, 'I. gezeichnetes Kapital / Kapitalkonto/ Kapitalanteile': 25564.6, '1. nicht eingeforderte ausstehende Einlagen (offen passivisch abgesetzt)': 0.0, '2. gezeichnetes Kapital': 25564.6, '3. Privatkonto (Einzelunternehmen)': 0.0, 'davon variables Kapitalkonto (persönlich haftender Gesellschafter)': 0.0, 'II. Kapitalrücklage': 0.0, 'III. Gewinnrücklagen/Ergebnisrücklagen': 0.0, '1. gesetzliche Rücklage': 0.0, '2. Rücklage für eigene Anteile': 0.0, '3. satzungsmäßige Rücklagen': 0.0, '4. andere Gewinnrücklagen': 0.0, 'IV. Verlustvortrag': 6413.48, 'V. Jahresüberschuss': 13182.96, 'B. Sonderposten mit Rücklageanteil': 0.0, 'C. Rückstellungen': 0.0, '1. Rückstellungen für Pensionen und ähnliche Verpflichtungen': 0.0, '2. Steuerrückstellungen': 0.0, '3. sonstige Rückstellungen': 0.0, 'D. Verbindlichkeiten': 23518.11, '1. Anleihen': 0.0, '2. Verbindlichkeiten gegenüber Kreditinstituten': 15922.57, '3. erhaltene Anzahlungen auf Bestellungen': 0.0, '4. Verbindlichkeiten aus Lieferungen und Leistungen': 0.0, '5. Verbindlichkeiten aus der Annahme gezogener Wechsel und der Ausstellung eigener Wechsel': 0.0, '6. Verbindlichkeiten gegenüber verbundenen Unternehmen': 0.0, '7. Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht': 0.0, '8. sonstige Verbindlichkeiten': 7595.54, 'E. Rechnungsabgrenzungsposten': 0.0, 'Bilanzsumme, Summe Passiva': 55852.19}"
"Akquisa Vertriebs und Marketing GmbH_07.12.2018.html";"Akquisa Vertriebs und Marketing GmbH";" Berlin";"Akquisa Vertriebs- und Marketing- Gesellschaft mit beschränkter Haftung";"Berlin";"07.12.2018";"Jahresabschluss";"01.01.2017";"31.12.2017";"";"16227.78";"56886.33";"1698.05";"0.28526677674583684";"";"";"{'A. Anlagevermögen': 446.0, 'I. Immaterielle Vermögensgegenstände': 0.0, 'II. Sachanlagen': 446.0, 'III. Finanzanlagen': 0.0, 'B. Umlaufvermögen': 56440.33, 'I. Vorräte': 0.0, 'II. Forderungen und sonstige Vermögensgegenstände': 51561.57, 'III. Wertpapiere': 0.0, 'IV. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 4878.76, 'C. Rechnungsabgrenzungsposten': 0.0, 'Summe Aktiva': 56886.33}";"{'A. Eigenkapital': 16227.78, 'I. Gezeichnetes Kapital / Kapitalkonto / Kapitalanteile': 25564.6, 'II. Kapitalrücklage': 0.0, 'III. Gewinnrücklagen/Ergebnisrücklagen': 0.0, 'IV. Verlustvortrag': 10941.95, 'V. Jahresüberschuss': 1605.13, 'B. Sonderposten mit Rücklageanteil': 0.0, 'C. Rückstellungen': 0.0, 'D. Verbindlichkeiten': 40658.55, 'E. Rechnungsabgrenzungsposten': 0.0, 'Summe Passiva': 56886.33}"
"Akquisa Vertriebs und Marketing GmbH_12.04.2011.html";"Akquisa Vertriebs und Marketing GmbH";" Berlin";"Akquisa Vertriebs- und Marketing- Gesellschaft mit beschränkter Haftung";"Berlin";"12.04.2011";"Jahresabschluss";"01.01.2010";"31.12.2010";"";"137.1";"309.13";"";"0.4435027334778249";"";"";"{'': 'Euro', 'A. Anlagevermögen': '', 'I. Immaterielle Vermögensgegenstände': '', 'II. Sachanlagen': '', 'B. Umlaufvermögen': '', 'II. Forderungen und sonstige Vermögensgegenstände': '', 'IV. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': '', 'Summe Aktiva': ''}";"{'': 'Euro', 'A. Eigenkapital': '', 'I. Gezeichnetes Kapital': '', 'IV. Gewinnvortrag/Verlustvortrag': '', 'V. Jahresüberschuss/Jahresfehlbetrag': '', 'C. Verbindlichkeiten': '', 'Summe Passiva': ''}"
"Akquisa Vertriebs und Marketing GmbH_18.04.2013.html";"Akquisa Vertriebs und Marketing GmbH";" Berlin";"Akquisa Vertriebs- und Marketing- Gesellschaft mit beschränkter Haftung";"Berlin";"18.04.2013";"Jahresabschluss";"01.01.2011";"31.12.2011";"";"189.62";"314.52";"5.39";"0.6028869388274196";"";"";"{'': 'Euro', 'A. Anlagevermögen': '', 'I. Immaterielle Vermögensgegenstände': '', 'II. Sachanlagen': '', 'B. Umlaufvermögen': '', 'II. Forderungen und sonstige Vermögensgegenstände': '', 'IV. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': '', 'Summe Aktiva': ''}";"{'': 'Euro', 'A. Eigenkapital': '', 'I. Gezeichnetes Kapital': '', 'IV. Gewinnvortrag/Verlustvortrag': '', 'V. Jahresüberschuss/Jahresfehlbetrag': '', 'C. Verbindlichkeiten': '', 'Summe Passiva': ''}"
"Akquisa Vertriebs und Marketing GmbH_21.03.2016.html";"Akquisa Vertriebs und Marketing GmbH";" Berlin";"Akquisa Vertriebs- und Marketing- Gesellschaft mit beschränkter Haftung";"Berlin";"21.03.2016";"Jahresabschluss";"01.01.2014";"31.12.2014";"";"19151.12";"55299.8";"14960.03";"0.34631445321682897";"";"";"{'': '31.12.2014EUR', 'A. Anlagevermögen': 365.0, 'I. Immaterielle Vermögensgegenstände': 115.0, '1. entgeltlich erworbene Konzessionen, gewerbliche Schutz- und ähnliche Rechte und Werte sowie Lizenzen an solchen Rechten und Werten': 115.0, '2. Geschäfts- oder Firmenwert': 0.0, '3. geleistete Anzahlungen': 0.0, 'II. Sachanlagen': 250.0, '1. Grundstücke, grundstücksgleiche Rechte und Bauten einschließlich der Bauten auf fremden Grundstücken': 0.0, '2. technische Anlagen und Maschinen': 0.0, '3. andere Anlagen, Betriebs- und Geschäftsausstattung': 250.0, '4. geleistete Anzahlungen und Anlagen im Bau': 0.0, 'III. Finanzanlagen': 0.0, '1. Anteile an verbundenen Unternehmen': 0.0, '2. Ausleihungen an verbundene Unternehmen': 0.0, '3. Beteiligungen': 0.0, '4. Ausleihungen an Unternehmen, mit denen ein Beteiligungsverhältnis besteht': 0.0, '5. Wertpapiere des Anlagevermögens': 0.0, '6. sonstige Ausleihungen': 0.0, 'B. Umlaufvermögen': 54934.8, 'I. Vorräte': 0.0, '1. Roh-, Hilfs- und Betriebsstoffe': 0.0, '2. unfertige Erzeugnisse, unfertige Leistungen': 0.0, '3. fertige Erzeugnisse und Waren': 0.0, '4. geleistete Anzahlungen': 0.0, 'II. Forderungen und sonstige Vermögensgegenstände': 49150.2, '1. Forderungen aus Lieferungen und Leistungen': 123.47, '2. Forderungen gegen verbundene Unternehmen': 0.0, '3. Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht': 0.0, '4. sonstige Vermögensgegenstände': 49026.73, 'III. Wertpapiere': 0.0, '2. sonstige Wertpapiere': 0.0, 'IV. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 5784.6, 'C. Rechnungsabgrenzungsposten': 0.0, 'Bilanzsumme, Summe Aktiva': 55299.8}";"{'': '31.12.2014EUR', 'A. Eigenkapital': 19151.12, 'I. gezeichnetes Kapital / Kapitalkonto/ Kapitalanteile': 25564.6, '1. nicht eingeforderte ausstehende Einlagen (offen passivisch abgesetzt)': 0.0, '2. gezeichnetes Kapital': 25564.6, '3. Privatkonto (Einzelunternehmen)': 0.0, 'davon variables Kapitalkonto (persönlich haftender Gesellschafter)': 0.0, 'II. Kapitalrücklage': 0.0, 'III. Gewinnrücklagen/Ergebnisrücklagen': 0.0, '1. gesetzliche Rücklage': 0.0, '2. Rücklage für eigene Anteile': 0.0, '3. satzungsmäßige Rücklagen': 0.0, '4. andere Gewinnrücklagen': 0.0, 'IV. Verlustvortrag': 2425.94, 'V. Jahresfehlbetrag': 3987.54, 'B. Sonderposten mit Rücklageanteil': 0.0, 'C. Rückstellungen': 0.0, '1. Rückstellungen für Pensionen und ähnliche Verpflichtungen': 0.0, '2. Steuerrückstellungen': 0.0, '3. sonstige Rückstellungen': 0.0, 'D. Verbindlichkeiten': 36148.68, '1. Anleihen': 0.0, '2. Verbindlichkeiten gegenüber Kreditinstituten': 21131.49, '3. erhaltene Anzahlungen auf Bestellungen': 0.0, '4. Verbindlichkeiten aus Lieferungen und Leistungen': 7987.92, '5. Verbindlichkeiten aus der Annahme gezogener Wechsel und der Ausstellung eigener Wechsel': 0.0, '6. Verbindlichkeiten gegenüber verbundenen Unternehmen': 0.0, '7. Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht': 0.0, '8. sonstige Verbindlichkeiten': 7029.27, 'E. Rechnungsabgrenzungsposten': 0.0, 'Bilanzsumme, Summe Passiva': 55299.8}"
"Akquisa Vertriebs und Marketing GmbH_24.10.2019.html";"Akquisa Vertriebs und Marketing GmbH";" Berlin";"Akquisa Vertriebs- und Marketing- Gesellschaft mit beschränkter Haftung";"Berlin";"24.10.2019";"Jahresabschluss";"01.01.2018";"31.12.2018";"";"14815.19";"56587.71";"";"0.2618093222008807";"";"";"{'': 'Euro', 'A. Anlagevermögen': '', 'I. Immaterielle Vermögensgegenstände': '', 'II. Sachanlagen': '', 'III. Finanzanlagen': '', 'B. Umlaufvermögen': '', 'I. Vorräte': '', 'II. Forderungen und sonstige Vermögensgegenstände': '', 'III. Wertpapiere': '', 'IV. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': '', 'C. Rechnungsabgrenzungsposten': '', 'Summe Aktiva': ''}";"{'': 'Euro', 'A. Eigenkapital': '', 'I. Gezeichnetes Kapital': '', 'II. Kapitalrücklage': '', 'III. Gewinnrücklagen': '', 'IV. Gewinnvortrag/Verlustvortrag': '', 'V. Jahresüberschuss/Jahresfehlbetrag': '', 'B. Rückstellungen': '', 'C. Verbindlichkeiten': '', 'D. Rechnungsabgrenzungsposten': '', 'Summe Passiva': ''}"
"Akquisa Vertriebs und Marketing GmbH_27.09.2017.html";"Akquisa Vertriebs und Marketing GmbH";" Berlin";"Akquisa Vertriebs- und Marketing- Gesellschaft mit beschränkter Haftung";"Berlin";"27.09.2017";"Jahresabschluss";"01.01.2016";"31.12.2016";"";"14622.65";"55188.28";"-663.91";"0.2649593355690737";"";"";"{'A. Anlagevermögen': 0.0, 'I. Immaterielle Vermögensgegenstände': 0.0, 'II. Sachanlagen': 0.0, 'III. Finanzanlagen': 0.0, 'B. Umlaufvermögen': 55188.28, 'I. Vorräte': 0.0, 'II. Forderungen und sonstige Vermögensgegenstände': 50550.13, 'III. Wertpapiere': 0.0, 'IV. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 4638.15, 'C. Rechnungsabgrenzungsposten': 0.0, 'Summe Aktiva': 55188.28}";"{'A. Eigenkapital': 14622.65, 'I. Gezeichnetes Kapital / Kapitalkonto / Kapitalanteile': 25564.6, 'II. Kapitalrücklage': 0.0, 'III. Gewinnrücklagen/Ergebnisrücklagen': 0.0, 'IV. Gewinnvortrag': 6769.48, 'V. Jahresfehlbetrag': 17711.43, 'B. Sonderposten mit Rücklageanteil': 0.0, 'C. Rückstellungen': 0.0, 'D. Verbindlichkeiten': 40565.63, 'E. Rechnungsabgrenzungsposten': 0.0, 'Summe Passiva': 55188.28}"
"Akquisa Vertriebs und Marketing GmbH_29.10.2014.html";"Akquisa Vertriebs und Marketing GmbH";" Berlin";"Akquisa Vertriebs- und Marketing- Gesellschaft mit beschränkter Haftung";"Berlin";"29.10.2014";"Jahresabschluss";"01.01.2013";"31.12.2013";"";"231.86";"292.59";"-0.38";"0.7924399330120647";"";"";"{'': 'Gesamtjahr/StandEuro', 'A. Anlagevermögen': 7.13, 'I. Immaterielle Vermögensgegenstände': 0.0, 'II. Sachanlagen': 7.13, 'B. Umlaufvermögen': 285.46, 'II. Forderungen und sonstige Vermögensgegenstände': 239.86, 'IV. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 45.6, 'Summe Aktiva': 292.59}";"{'': 'Gesamtjahr/StandEuro', 'A. Eigenkapital': 231.86, 'I. Gezeichnetes Kapital': 255.65, 'IV. Gewinnvortrag/Verlustvortrag': -35.39, 'V. Jahresüberschuss/Jahresfehlbetrag': 11.13, 'C. Verbindlichkeiten': 61.2, 'Summe Passiva': 292.59}"
"AKRA Competence Partner GmbH_10.12.2019.html";"AKRA Competence Partner GmbH";" Frankfurt Am Main";"AKRA Competence Partner GmbH";"Frankfurt am Main";"10.12.2019";"Jahresabschluss";"01.01.2018";"31.12.2018";"Die durchschnittliche Zahl der während des Geschäftsjahres im Unternehmen beschäftigten Arbeitnehmer betrug 5.";"173506.13";"434592.43";"-10830.62";"0.3992387304123084";"";"";"{'A. Anlagevermögen': 8562.0, 'I. Immaterielle Vermögensgegenstände': 1.0, 'II. Sachanlagen': 1061.0, 'III. Finanzanlagen': 7500.0, 'B. Umlaufvermögen': 422976.4, 'I. Vorräte': 21600.0, 'II. Forderungen und sonstige Vermögensgegenstände': 145920.95, 'III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 255455.45, 'C. Rechnungsabgrenzungsposten': 3054.03, 'Bilanzsumme, Summe Aktiva': 434592.43}";"{'A. Eigenkapital': 173506.13, 'I. gezeichnetes Kapital': 25000.0, 'II. Kapitalrücklage': 110000.0, 'III. Gewinnvortrag': 31002.27, 'IV. Jahresüberschuss': 7503.86, 'B. Rückstellungen': 11470.27, 'C. Verbindlichkeiten': 249616.03, 'Bilanzsumme, Summe Passiva': 434592.43}"
"AKRA Competence Partner GmbH_17.08.2017.html";"AKRA Competence Partner GmbH";" Frankfurt Am Main";"AKRA Competence Partner GmbH";"Frankfurt am Main";"17.08.2017";"Jahresabschluss";"01.01.2016";"31.12.2016";"Die durchschnittliche Zahl der während des Geschäftsjahres im Unternehmen beschäftigten Arbeitnehmer betrug 6.";"161521.42";"579762.81";"-31312.38";"0.2785991395343209";"";"";"{'A. Anlagevermögen': 8220.0, 'I. Immaterielle Vermögensgegenstände': 480.0, 'II. Sachanlagen': 240.0, 'III. Finanzanlagen': 7500.0, 'B. Umlaufvermögen': 565938.25, 'I. Vorräte': 2800.0, 'II. Forderungen und sonstige Vermögensgegenstände': 280150.78, 'III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks': 282987.47, 'C. Rechnungsabgrenzungsposten': 5604.56, 'Bilanzsumme, Summe Aktiva': 579762.81}";"{'A. Eigenkapital': 161521.42, 'I. gezeichnetes Kapital': 25000.0, 'II. Kapitalrücklage': 110000.0, 'III. Gewinnvortrag': 13650.18, 'IV. Jahresüberschuss': 12871.24, 'B. Rückstellungen': 23315.1, 'C. Verbindlichkeiten': 394926.29, 'davon mit Restlaufzeit bis 1 Jahr': 294926.29, 'davon mit einer Restlaufzeit von mehr als einem Jahr': 100000.0, 'Bilanzsumme, Summe Passiva': 579762.81}"
