,Unternehmen,Insolvent,In dnb,Mitarbeiter,Umsatz,Datum,ReviewRating,Anstellung,Bereich,ReviewTitel,Was macht dein Arbeitgeber in Corona-Zeiten gut?,Was macht dein Arbeitgeber in Corona-Zeiten nicht gut?,Was sollte dein Unternehmen in Corona-Zeiten (anders) machen?,Wofür möchtest du deinen Arbeitgeber im Umgang mit der Corona-Situation loben?,Was macht dein Arbeitgeber im Umgang mit der Corona-Situation nicht gut?,Wo siehst du Chancen für deinen Arbeitgeber mit der Corona-Situation besser umzugehen?,Wie kann dich dein Arbeitgeber im Umgang mit der Corona-Situation noch besser unterstützen?,Gut am Arbeitgeber finde ich,Schlecht am Arbeitgeber finde ich,Verbesserungsvorschläge,Arbeitsatmosphäre_s,Arbeitsatmosphäre,Image_s,Image,Work-Life-Balance_s,Work-Life-Balance,Karriere/Weiterbildung_s,Karriere/Weiterbildung,Gehalt/Sozialleistungen_s,Gehalt/Sozialleistungen,Umwelt-/Sozialbewusstsein_s,Umwelt-/Sozialbewusstsein,Kollegenzusammenhalt_s,Kollegenzusammenhalt,Umgang mit älteren Kollegen_s,Umgang mit älteren Kollegen,Vorgesetztenverhalten_s,Vorgesetztenverhalten,Arbeitsbedingungen_s,Arbeitsbedingungen,Kommunikation_s,Kommunikation,Gleichberechtigung_s,Gleichberechtigung,Interessante Aufgaben_s,Interessante Aufgaben
2334,Teclead,Nein,Ja,4,0.39,2018-08-03T00:00:00+00:00,"4,7",Angestellte/r oder Arbeiter/in,,Flexibilität und Selbstbestimmung,,,,,,,,,,,5.0,,5.0,,4.0,"in der Beratungsbranche gibt man als Berater immer etwas mehr als die anderen, was natürlich Auswirkungen hat. Trotzdem kamn man durch die Digitalisierung auch in der Beratung und gerade bei Teclead von überall und zu jeder Zeit zu arbeiten, was einem natürlich mehr Flexibilität ermöglicht.",5.0,,4.0,"Gehalt-Bonus Modell => Branche.Wäre natürlich schöner alles gleich zu bekommen, aber am Ende des Jahres steht man mit der richtigen Motivation wahrscheinlich besser da als mit einem sehr hohen Fix Gehalt",5.0,,5.0,,5.0,,5.0,,5.0,,4.0,"Durch dezentrale Arbeitsweise kann es natürlich dazu kommen, dass direkte Kommunikation fehlt. Das wird zwar durch digitale Möglichkeiten wie Videochats ausgeglichen, trotzdem ist es eine Umstellung, wenn man aus einem „normalen“ Betrieb kommt",5.0,,4.0,"In welchem Job gibt es denn wirklich NUR Aufgaben, die interessant sind?Projekte sind aber im großen und ganzen immer Top!"
2335,Teclead,Nein,Ja,4,0.39,2018-08-02T00:00:00+00:00,"4,6",Angestellte/r oder Arbeiter/in,,Super flexibel und leistungsorientiert,,,,,,,,,,,5.0,,,,4.0,,5.0,Steile Lernkurve durch Projektarbeit,4.0,,,,5.0,,,,5.0,,4.0,"Pro: Viel Homeoffice, teilweise vor Ort bei Kunden.",5.0,,5.0,,4.0,
2336,Teclead,Nein,Ja,4,0.39,2019-02-13T00:00:00+00:00,"4,9",Werkstudent/in,IT gearbeitet.</span></div>,"Großartiges Startup mit flachen Hierarchien, Arbeit auf Augenhöhe und tollen Weiterbildungsmöglichkeiten.",,,,,,,,,,,5.0,,5.0,,5.0,,5.0,,5.0,,4.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,
2337,Teclead,Nein,Ja,4,0.39,2019-02-12T00:00:00+00:00,"5,0",Angestellte/r oder Arbeiter/in,Administration / Verwaltung gearbeitet.</span></div>,Tolles Team und sehr guter Zusammenarbeit,,,,,,,,,,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,
2338,Consulting4IT GmbH,Nein,Ja,65,13.64,2012-03-31T00:00:00+00:00,"4,0",Angestellte/r oder Arbeiter/in,IT gearbeitet.</span></div>,Zukunftsorientiertes Unternehmen mit hoher Dynamik,,,,,,,,,,,5.0,sehr angenehme Atmosphäre,5.0,"tolles Unternehmen, tolles Team. tolle Themen und wirklich zufriedene Kunden",4.0,"durch das variable Gehalt, bestimmt man seine Arbeitszeit selber, was in der heutigen Zeit gut ist. Urlabstage sind 30 Tage, sogar für die neuen Kollegen,cool",3.0,"Karriere ist bei einem kleinen Unternehmen relativ, Weiterbildung ist im sinnvollen Rahmen.",4.0,"Hohe Variabilität dadurch bestimmt jeder seine Möglichkeiten selber,sehr fair",3.0,,5.0,sehr hohe Kollegialität,5.0,"perfekt mit eingeunden,Erfahrungen die auch sehr wichtig für unsere Kunsen sind",4.0,"keine strengen Hierarchien, eher Zusammenarbeit auf Augenhöhe",4.0,tolle Räume in einem Penthouse mit weitem Blick über den Schwarzwald und bis ins Elsass,3.0,"im Wesentlichen gut, könnte noch etwas besser werden.",4.0,,4.0,"spannende Aufgaben, flexibel und Marktkorientiert"
2339,Consulting4IT GmbH,Nein,Ja,65,13.64,2012-03-27T00:00:00+00:00,"4,4",Angestellte/r oder Arbeiter/in,,Senkrechtstarter,,,,,,,,"Thema ""Systemintegrator mit Prozesserfahrung"" trifft den Puls der Zeit. Gutes Wachstum mit entsprechenden Chancen für junge Mitarbeiter sich zu positionieren.Hohe Fachkompetenz bei den Consultants. Sehr große Kundenbasis im großen Mittelstand. Arbeitgeber ist nicht abhängig von wenigen Kunden",,Weiter so,4.0,,4.0,,4.0,...alles relativ. Wichtig ist: Die Arbeit macht Spass,4.5,,5.0,,3.5,,4.0,,5.0,,4.0,,5.0,,5.0,,5.0,,5.0,
2340,Consulting4IT GmbH,Nein,Ja,65,13.64,2012-03-27T00:00:00+00:00,"4,3",Angestellte/r oder Arbeiter/in,IT gearbeitet.</span></div>,Na sowas,,,,,,,,wirklich niedrige Hierarchienschnelle Umsetzung von VorschlägenChefs hören zu,hohe Erwartungshaltung,,5.0,,5.0,,3.0,,4.0,,4.0,,5.0,,4.0,,5.0,,4.0,,5.0,,4.0,,5.0,,4.0,
2341,Consulting4IT GmbH,Nein,Ja,65,13.64,2012-03-27T00:00:00+00:00,"4,3",Angestellte/r oder Arbeiter/in,Administration / Verwaltung gearbeitet.</span></div>,"Spaß am Arbeitsplatz, eine kleine Familie",,,,,,,,Der Persönliche Umgang und die Offenheit im Unternehmen ist sehr lobenswert.Das Gemeinschaftsgefühl ist ähnlich einer familiären Umgebung.,,,4.0,"Die Arbeitsathmosphäre ist eigentlich immer sehr gut.Zeitweise gibt es jedoch auch ""saisonale"" Tiefs.Aber auch diese werden in der Gemeinschaft souverän bestritten.Allgemeines Feedback sehr positiv.",5.0,Das Arbeitsgefühl in diesem Unternehmen ist sehr gut.Ich empfehle das Unternehmen auch gerne an Freunde und Verwandte weiter.Ich fühle mich wohl hier zu arbeiten.,3.0,"Da es sich um ein junges Unternehmen im Wachstum handelt ist eine teilweise etwas unausgeglichene Work-Life-Balance vorhanden.Wer sich jedoch mit dem Unternehmen identifiziert und gemeinsam ""groß"" werden möchte empfindet die teilweise zusätzliche Arbeit nicht als störend.Urlaub wird gerne genehmigt. Einzige Voraussetzung sind klare Vertretungssituationen vor dem Urlaubsantritt.Mitarbeiter mit Familie und Kindern werden in der Urlaubsplanung bevorzugt berücksichtigt.",4.0,Das Unternehmen versucht nach Möglichkeit die Mitarbeiter zu fördern.Teilweise gestaltet sich dies durch Projektsituationen etwas schwieriger.Trotzdem werden Schulungen und Trainings immer unterstützt.,5.0,Die Bezahlung ist sehr gut.Das Unternehmen geht hierbei auch auf Probleme oder Wünsche einzelner ein.Auch Gehaltsgespräche sind sehr unproblematisch zu führen.,4.0,,4.0,"In kritischen Situationen steht das Team immer zusammen. Freudnschaftliches Verhalten untereinander.Auch Aktivitäten in der Freizeit werden gerne miteinander besucht.Teilweise interne Gruppenbildung könnte man durch Teambildenden Maßnahmen noch verbessern. <- ""Jammern auf hohem Niveau""",5.0,"Bei der Mitarbeiterauswahl spielt das Alter keine Rolle.Auch Menschen 45+ haben sehr gute Chancen.Wie bereits unter ""Gleichberechtigung"" erwähnt sucht das Unternehmen nach Persönlichkeiten welche das Unternehmen mit Ihrem Wissen, Ihren Fähigkeiten und Ihrer Art bereichern können. Dabei ist das Alter nicht relevant.",5.0,Meist sehr schnelle Reaktion in Konfliktsituationen.Offener und vertrauter Umgang mit den Mitarbeitern.Für Vorschläge und Neuerungen immer offen.,4.0,Die Arbeitsräume sind sehr hell und offen.Die Atmosphäre ist sehr angenehm.Über Einige Akzente in den Räumlichkeiten wird aktuell nachgedacht.Notwendige Arbeitsmaterialien werden auf Anfrage zeitnah bestellt.,4.0,"Im Bereich der Kommunikation haben wir uns in den letzten Monaten als sehr lernfähig bewiesen.Die Kommunikation in den Einzelnen Arbeitsgruppen ist bereits ""sehr gut"".Die Kommunikation zwischen den Arbeitsgruppen ist in den letzten Monaten stettig Besser geworden und aktuell schon ""gut"".",5.0,"Das Unternehmen ist an dieser Stelle vorbildlich.Bei der Mitarbeiterauswahl geht es um Persönlichkeiten.Jeder einzelne Mitarbeiter ist eine Bereicherung für das Unternehmen. Hierbei spielt es keine Rolle ob Männlein oder Weiblein. Geschweigeden welcher Religion, Hautfarbe oder sexuellen Orientierung man angehört.",5.0,Viele Unterschiedliche Aufgaben.Viel Freiraum zur Individuellen Entfaltung.Eigenständiges Arbeiten wird sehr gefördert.
2342,Consulting4IT GmbH,Nein,Ja,65,13.64,2020-06-10T00:00:00+00:00,"4,9",Angestellte/r oder Arbeiter/in,IT gearbeitet.</span></div>,Selten einen so guten Arbeitgeber gehabt!,,,,,,,,,,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,4.0,,5.0,,5.0,
2343,Consulting4IT GmbH,Nein,Ja,65,13.64,2020-05-15T00:00:00+00:00,"1,0",Ex-Angestellte/r oder Arbeiter/in,IT gearbeitet.</span></div>,"Viel Gerede,wenig dahinter",,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,
2344,Consulting4IT GmbH,Nein,Ja,65,13.64,2020-04-16T00:00:00+00:00,"4,7",Angestellte/r oder Arbeiter/in,Vertrieb / Verkauf gearbeitet.</span></div>,Viel Spaß bei der Arbeit durch ein tolles und buntes Team,,,,,,,,,,,5.0,,4.0,,5.0,,4.0,,5.0,,4.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,4.0,
2345,Consulting4IT GmbH,Nein,Ja,65,13.64,2019-07-03T00:00:00+00:00,"4,9",Führungskraft / Management,,Teamleiter,,,,,,,,,,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,4.0,,5.0,,5.0,
2346,Consulting4IT GmbH,Nein,Ja,65,13.64,2019-06-12T00:00:00+00:00,"5,0",Angestellte/r oder Arbeiter/in,Vertrieb / Verkauf gearbeitet.</span></div>,"Toller Arbeitgeber,neben der Leistung spielt auch der Umgang mit den Menschen eine große Rolle!",,,,,,,,,,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,
2347,Consulting4IT GmbH,Nein,Ja,65,13.64,2019-04-04T00:00:00+00:00,"4,8",Führungskraft / Management,IT gearbeitet.</span></div>,Familiärer Arbeitgeber mit flachen Hierarchien und tollen Entwicklungsmöglichkeiten,,,,,,,,,,,5.0,,5.0,,4.0,,5.0,,5.0,,5.0,,5.0,,,,5.0,,5.0,,4.0,,5.0,,5.0,
2355,Dr. Kraus & Partner,Nein,Nein,,,2012-09-04T00:00:00+00:00,"4,3",Angestellte/r oder Arbeiter/in,,"Spannendes Unternehmen, interessante Projekte",,,,,,,,"Interessante Aufgaben, nette Kollegen und Chefs, flexible Arbeitszeiten, wertschätzender Umgang miteinander",,"einheitliche Kommunikationsplattform, evtl kleine Büroräume in den Städten, in denen mehrere Mitarbeiter sind bzw. mehrere Projekte",5.0,"Kollegen und Vorgesetzte kann man bei Fragen jederzeit ansprechen,sehr offener, freundlicher und hilfsbereiter Umgang miteinander.",4.0,"Menschlich, locker aber seriös, unkompliziert,nicht nur Image, sondern Wirklichkeit",4.0,"Gute Balance, aber da muss man selbst drauf achten, da z.T. viel aus dem Home Office geschieht. Aber Urlaub und Wochenenden ohne Arbeit sind definitiv möglich.",5.0,,3.0,,4.0,,4.0,"Da viel virtuell oder in Telefonkonferenzen geschieht, ist der Zusammenhalt hier sich anders als in einem Büro, in dem man sich täglich sieht. Dennoch ist die Zusammenarbeit und der Umgang unter den Mitarbeitern sehr gut.",5.0,,5.0,Man kann mit seinen Fragen immer zum Vorgesetzten gehen. Der Umgang der Geschäftsführung mit den Mitarbeitern ist sehr freundlich und respektvoll. Neue Ideen seitens der Mitarbeiter werden offen aufgenommen.,4.0,"Es muss viel aus dem Home Office gearbeitet werden, was angenehm ist, wenn man die restliche Zeit unterwegs ist. Kleine Büroräume in den Städten, in denen mehrere Berater sind, wären dennoch schön.Laptop und Handy werden gestellt.",3.0,Viel geschieht per Email oder kleineren Telefonkonferenzen und einige Infos gehen dabei auch mal an einem vorbei. Ein einheitliche und zentrale Kommunikationsplattform wäre gut.,5.0,"Jedem wird die gleiche Wertschätzung entgegen gebracht, ganz gleich ob Praktikant, Juniorberater, Senior oder Partner.",5.0,"Es gibt immer wieder neue Projekte mit unterschiedlichen Schwerpunkten, was es nie langweilig werden lässt. Auch intern entwickelt sich K&P immer weiter und es gibt hier immer wieder neue Ideen und Aufgaben."
2356,Dr. Kraus & Partner,Nein,Nein,,,2011-02-22T00:00:00+00:00,"4,3",Angestellte/r oder Arbeiter/in,Personal / Aus- und Weiterbildung,Experten mit Tiefgang,,,,,,,,"interessantes & kompetentes Team (Professionals, Seniors, Angestellte, Freelancer) und daher enstsprechende positive Dynamik.Internationale Ausrichtung (D, F)",,,4.0,,5.0,,4.0,,4.0,,4.0,,4.0,,5.0,,5.0,,5.0,,4.0,,4.0,,4.0,,5.0,
2357,Dr. Kraus & Partner,Nein,Nein,,,2011-02-21T00:00:00+00:00,"4,3",Angestellte/r oder Arbeiter/in,Design / Gestaltung,Ein Haufen kluger Köpfe,,,,,,,,"Es ist ein flexibles Unternehmen, das noch schnelle kurze Wege hat.",Könnte noch besser und transparenter für Mitarbeiter strukturiert sein.,,4.0,"Meistens gut, aber Tagesformabhängig.",5.0,,5.0,"Das liegt ja auch bei jedem selbst, inwieweit er sich reinziehen lässt.",4.0,,4.0,,4.0,,4.0,"Ein bisschen Machtgerangel, hält sich aber in Grenzen",5.0,,4.0,Ich bekomme von meinem direkten Vorgesetzten die nötige Unterstützung,5.0,"Jeder hat ein homeoffice, von daher prima Räume!",3.0,Kommunikation könnte besser sein. Daran wird noch gearbeitet.,5.0,,4.0,Wird immer interessanter und passt sich auch an.
2358,Dr. Kraus & Partner,Nein,Nein,,,2011-02-18T00:00:00+00:00,"4,5",Freelancer,,Beratung mit Herz und Verstand,,,,,,,,"dass ich hier Mensch sein darf mit Seele, Herz und Verstand.",,,5.0,"Großartig! Jährliche Events, an denen alle zusammenkommen stärken den Zusammenhalt und die Vernetzung.",5.0,"Es gibt nicht direkt ""Imagepflege"". Das gute Image entsteht durch erfolgreiche Kundenprojekte, Mundpropaganda und durch das Beherrschen der neuen Medien .-)",4.0,"Das ist für Selbständige / Berater ja ein spezielles Thema :-) Jeder wird angehalten, auf sich aufzupassen und wer die ""rote Ampel"" anmacht, kann sich auch mal zurückziehen und Kräfte sammeln.",5.0,Jedes Jahr gibt es interne Angebote zur persönlichen Weiterbildung (letztes Jahr: Schauspielunterricht!). Hospitieren bei Kollegen ist jederzeit möglich.,5.0,Es wird immer eine stimmige Lösung für alle Situationen gefunden. Sehr angenehm.,3.0,"Umweltbewusstsein ist ein bisschen schwierig, wenn man so viel auf Reisen ist. Wenigstens schicken wir kein Papier rum, sondern emailen. Sozialbewusstsein: bringen ihre Kompetenz ehrenamtlich ein.",4.0,"Es ist ein bisschen schwer, bei einem so schnell wachsenden Unternehmen, an allen Kollegen (die sich auch noch in mehreren Ländern verteilen) dranzubleiben. Aber ich weiß, dass ich jederzeit,wirklich 7/24,Rat und Unerstützung kriege.",5.0,Top: Berater / Trainer werden doch mit jedem Lebensjahr besser. Dier Austausch zwischen jungen Füchsen und alten Hasen läuft sehr gut.,5.0,"Es gibt flache Hierarchien, jeder kann und darf mit jedem reden. Jeder wird ermutigt, eigene Ideen einzubringen und wird in seiner persönlichen Entwicklung unterstützt.",4.0,"Es gibt ein ""zentrales"" Büro mit guter Verpflegung. Aber meistens treffen wir uns in Hotels / beim Kunden.",4.0,"Top: die Geschäftsführung ist immer erreichbar, hat immer ein offenes Ohr. Viel Kommunikation läuft über Email, das ist meistens gut, manchmal zu viel (Emails) oder zu wenig (Kontakt).",5.0,Es gibt keinen Unteschied zwischen Frauen und Männern. Oder doch: jeder kann seine / ihre Stärken einbringen.,5.0,"Man kann sich als Spezialist oder Generalist aufstellen. Es gibt keine ""Fürstentümer"", jeder kann sich in den Themen einbringen, in denen seine Stärken liegen. Kollegialer Austausch wird stark gefördert."
2359,Dr. Kraus & Partner,Nein,Nein,,,2011-02-15T00:00:00+00:00,"4,3",Führungskraft / Management,,Eine Unternehmensberatung der anderen Art,,,,,,,,,,,5.0,Besser geht es nicht!,5.0,,3.0,"Work-Life-Balance und Unternehmensberatung? Ich weiß nicht, ob das unter einen Hut geht. Verglichen mit anderen Beruf ist die Arbeitszeit relativ hoch. Dafür macht die Arbeit aber auch riesen Spaß!",4.0,,4.0,,3.0,,5.0,,5.0,,5.0,"Bei Dr. Kraus & Partner gibt es keine ""Vorgesetzten"". Die Führungskräfte Gleiche unter Gleichen.",4.0,,4.0,,5.0,,5.0,"Abwechslungsreich, aber auch herausfordernd!"
2360,Dr. Kraus & Partner,Nein,Nein,,,2011-02-13T00:00:00+00:00,"4,5",Führungskraft / Management,Geschäftsführung,Die andere Unternehmensberatung,,,,,,,,"Eine bunte Truppe, bei der es Spaß macht zu arbeiten. Viele abwechslungsreiche Projekte",,,5.0,,5.0,Die meisten MA sind stolz bei Dr. Kraus & Partner zu arbeiten,3.0,"In der Unternehmensberatung ist das so eine Sache mit der Work-Life Balance. Der Titel ist eigentlich schon irreführend. Eigentlich ist die Arbeitszeit auch Leben, oder? Bei Dr. Kraus & Partner gibt es keine so klare Trennung zwischen ""Work"" und ""Life"". Dadurch arbeiten die meisten doch sehr viel. Es macht aber auch Spaß. Es gibt auch keinen Zwang, es ist mehr der Spaß an den Projekten",5.0,"Es gibt keine Karriereplanung. Wer sich beweißt, bei Kunden gut ankommt, für den öffnen sich automatisch neue Türen...Ist aber auch der Nachteil. Wer in Kundenprojekten erfolglos ist, der bleibt nicht lange...",4.0,"Es gibt sicher Unternehmensberatungen, die mehr zahlen. Als Mitarbeiter, kann man wählen zwischen1. niedrigem Fixgehalt und hohem variablen Anteil oder2. höheres Fixum und niedrigem variablen Anteil.Klar, dass die Summe von 1. höher ausfällt, als 2.",5.0,Es werden soziale Projekte unterstützt.,5.0,"Bei uns dutzen sich alle. Eine lockere Atmosphäre. Ein Einstellungskriterium ist: ""mit dem Bewerber müßten wir uns auch vorstellen können in den Urlaub zu fahren"". Wenn das zutrifft und die Beziehung stimmt, hat man die erste Hürde schon genommen!",5.0,"Eigentlich eher umgekehrt...Bei Dr. Kraus & Partner spielt die Erfahrung der Berater eine sehr große Rolle. Dafür braucht man halt 10-15 Jahre, bis man wirklich im Job gut ist.",5.0,"Eigentlich sind die Vorgesetzten (heißen Institutsleiter) eher gute Kollegen. Den ""Chef"" lässt niemand ""raushängen""",3.0,"Es gibt zwar ein Büro. Das ist aber mehr ein Meeting-Raum. Die meiste zeit arbeitet man vom ""Home-Office"" oder direkt beim Kunden",5.0,,5.0,"Kein Unterschied, ob Mann oder Frau. Wieso auch?",5.0,
2361,Dr. Kraus & Partner,Nein,Nein,,,2020-02-17T00:00:00+00:00,"4,0",Ex-Angestellte/r oder Arbeiter/in,Personal / Aus- und Weiterbildung,Bewertung,,,,,,,,,,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,
2362,Dr. Kraus & Partner,Nein,Nein,,,2020-02-17T00:00:00+00:00,"4,0",Ex-Angestellte/r oder Arbeiter/in,,Bewertung,,,,,,,,,,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,
2363,Dr. Kraus & Partner,Nein,Nein,,,2017-02-28T00:00:00+00:00,"5,0",Angestellte/r oder Arbeiter/in,,"Interessante Aufgaben, viel Flexibilität und Selbstverantwortung",,,,,,,,,,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,
2364,Dr. Kraus & Partner,Nein,Nein,,,2013-05-20T00:00:00+00:00,"5,0",Angestellte/r oder Arbeiter/in,,Internationales Change Management erster Güte,,,,,,,,,,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,
2385,conceito GmbH,Nein,Ja,3,0.77,2018-07-17T00:00:00+00:00,"4,5",Angestellte/r oder Arbeiter/in,Administration / Verwaltung,Bin zufrieden,,,,,,,,,,,5.0,,4.0,,5.0,,4.0,,5.0,,4.0,,4.0,,5.0,,5.0,,4.0,,4.0,,5.0,,4.0,
2386,conceito GmbH,Nein,Ja,3,0.77,2017-09-05T00:00:00+00:00,"4,6",Angestellte/r oder Arbeiter/in,,"Kleine Beratung, sehr angenehme Arbeitsatmosphäre mit superTeam-Spirit",,,,,,,,,,,5.0,,3.0,,5.0,,5.0,,5.0,,4.0,,5.0,,5.0,,4.0,,5.0,,5.0,,5.0,,4.0,
2387,lifectyle trade UG,Nein,Nein,,,2013-06-14T00:00:00+00:00,"5,0",Angestellte/r oder Arbeiter/in,,Tolles Team und wirklich großartige Kunden....,,,,,,,,Tolles Team und wirklich großartige Kunden. Liegt aber auch an dem mega-geilen Produkt!!,,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,
2388,GPS Projekt- und Servicemanagement GmbH,Nein,Ja,35,1.49,2020-03-26T00:00:00+00:00,"3,9",Ex-Führungskraft / Management,IT gearbeitet.</span></div>,Über lange Jahre eine berufliche Heimat.,,,,,,,,,,,4.0,"Es liegt an jedem selbst, was er bewegen will. Ich habe mich während meiner Zeit akzeptiert und wertgeschätzt gefühlt. Loben erfolgt hanseatisch....",4.0,"Spezialist im Endpoint Management. Dort sehr gute Verbindungen und Reputation zu und bei den Herstellern, mit denen zusammengearbeitet wird.",3.0,,4.0,"Grundsätzlich liegt das Kapital des Unternehmens in seinen Mitarbeitern. Eine Schulung war in der Regel nie ein Problem, wenn sie entsprechend begründet war.",5.0,,4.0,,3.0,Schwierig bei verteilten Teams. Hier könnte zukünftig mehr Team-building stattfinden.,5.0,,4.0,"Kommunikation könnte regelmäßiger sein, wenn man nicht im Büro ist. Ansonsten hat mir gut gefallen, dass es immer ein offenes Ohr gab und man auch bei privaten Herausforderungen immer bemüht war, eine individuell passende Lösung zu finden.",4.0,"Entweder beim Kunden vor Ort im Projekt oder im Home-office. Hier könnten die entsprechenden Systeme wie Office 365 etc. noch stärker in den Arbeitsalltag und die Kommunikation eingebunden werden. Grundsätzlich ist man aber offen für Neues und Veränderungen. Ausstattung ist immer auch abhängig von den individuellen Anforderungen. Auch ""out-of-standard""-Lösungen möglich.",2.0,"An vielen Stellen leider nicht sehr transparent. Hier gibt es noch ""Luft"" nach oben. Grundsätzlich gilt aber: Informationen sind Bring- und Holschulden.",5.0,,4.0,"Abhängig vom Projekt. Auf der anderen Seite gibt es aber immer ein offenes Ohr, um neue Ideen zu diskutieren und wo möglich auch umzusetzen."
2389,GPS Projekt- und Servicemanagement GmbH,Nein,Ja,35,1.49,2018-05-01T00:00:00+00:00,"2,5",Ex-Angestellte/r oder Arbeiter/in,IT gearbeitet.</span></div>,"-,-",,,,,,,,,,,3.0,,2.0,,3.0,,2.0,,2.0,Betriebliche Altersversorgung: JaGehalt: Unterer DurchschnittUrlaubsgeld: NeinWeihnachtsgeld: Nein,,,4.0,,2.0,,1.0,,3.0,,2.0,,3.0,,3.0,
2390,GPS Projekt- und Servicemanagement GmbH,Nein,Ja,35,1.49,2018-04-17T00:00:00+00:00,"2,1",Ex-Angestellte/r oder Arbeiter/in,IT gearbeitet.</span></div>,War keine tolle Erfahrung.,,,,,,,,,,,3.0,,2.0,,3.0,,2.0,Kauf Dir ein Buch. Die Prüfung wird dann bezahlt.,1.0,Unterdurchschnittlich bis schlechte Bezahlung gemessen am Markt.,2.0,,2.0,,3.0,,1.0,Machiavelli,2.0,,2.0,,3.0,,1.0,
2391,GPS Projekt- und Servicemanagement GmbH,Nein,Ja,35,1.49,2013-07-22T00:00:00+00:00,"4,0",Ex-Angestellte/r oder Arbeiter/in,,"Gutes Arbeitsklima, angenehme Atmosphäre, sehr...",,,,,,,,"Gutes Arbeitsklima, angenehme Atmosphäre, sehr motivierte Mitarbeiter und ein durchschnittliches Einkommen.",,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,
2392,GPS Projekt- und Servicemanagement GmbH,Nein,Ja,35,1.49,2016-03-09T00:00:00+00:00,"2,7",Angestellte/r oder Arbeiter/in,IT gearbeitet.</span></div>,GPS,,,,,,,,,,,3.0,,2.0,,3.0,,3.0,,2.0,,2.0,,4.0,,3.0,,2.0,,3.0,,1.0,,3.0,,4.0,
2412,Maria Hilf Service GmbH,Nein,Nein,,,2013-09-11T00:00:00+00:00,"1,1",Angestellte/r oder Arbeiter/in,,die bleiben nicht ange so auf dem Markt,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,2.0,interessante Machenschaften auf Biegen und brechen
2423,consistency,Nein,Ja,18,1.91,2020-05-15T00:00:00+00:00,"4,9",Angestellte/r oder Arbeiter/in,,Großartige Kultur mit viel Raum für die persönliche und fachliche Weiterentwicklung!,,,,,,,,,,,5.0,,5.0,,4.0,Für eine Unternehmensberatung sehr gut!,5.0,,5.0,,5.0,,5.0,Bei Bedarf unterstützen sich alle gegenseitig und jeder Kollege hat stets ein offenes Ohr bei Fragen oder Unsicherheiten. Durch diverse Teamevents über das gesamte Jahr hinweg wird das Miteinander und Wirgefühl zudem sehr gefördert.,5.0,,5.0,Durch die sehr flachen Hirarchien gibt es keine klassischen Vorgesetzt. Über alle Level hinweg wird stets auf Augenhöhe kommuniziert und man hat jederzeit die Möglichkeit sich bei Fragen an seniorere Kollegen zu wenden und von deren Erfahrungen zu profitieren.,5.0,,5.0,sehr transparent und offen,5.0,,5.0,"Die internen Strukturen ermöglichen es einem sich wirklich mit den Themen zu befassen, die einen interessieren und an denen man Spaß hat."
2424,consistency,Nein,Ja,18,1.91,2020-02-05T00:00:00+00:00,"4,5",Ex-Werkstudent/in,,Top Arbeitsgeber mit top Kultur,,,,,,,,"Gute Transparenz, interessante und herausfordernde Aufgaben",,,4.0,,5.0,,4.0,,4.0,,5.0,,3.0,,5.0,,5.0,,4.0,,5.0,,5.0,,5.0,,5.0,
